@context,@id,@type/0,@type/1,o:id,o:is_public,o:owner/@id,o:owner/o:id,o:resource_class/@id,o:resource_class/o:id,o:resource_template/@id,o:resource_template/o:id,o:thumbnail,o:created/@value,o:created/@type/0,o:modified/@value,o:modified/@type/0,o:item_set/0/@id,o:item_set/0/o:id,dcterms:title/0/type,dcterms:title/0/property_id,dcterms:title/0/property_label,dcterms:title/0/is_public,dcterms:title/0/@value,dcterms:identifier/0/type,dcterms:identifier/0/property_id,dcterms:identifier/0/property_label,dcterms:identifier/0/is_public,dcterms:identifier/0/@value,foaf:firstName/0/type,foaf:firstName/0/property_id,foaf:firstName/0/property_label,foaf:firstName/0/is_public,foaf:firstName/0/@value,foaf:lastName/0/type,foaf:lastName/0/property_id,foaf:lastName/0/property_label,foaf:lastName/0/is_public,foaf:lastName/0/@value,schema:foundingDate/0/type,schema:foundingDate/0/property_id,schema:foundingDate/0/property_label,schema:foundingDate/0/is_public,schema:foundingDate/0/@value,dcterms:description/0/type,dcterms:description/0/property_id,dcterms:description/0/property_label,dcterms:description/0/is_public,dcterms:description/0/@value,foaf:status/0/type,foaf:status/0/property_id,foaf:status/0/property_label,foaf:status/0/is_public,foaf:status/0/@value,relationship:knowsOf/0/type,relationship:knowsOf/0/property_id,relationship:knowsOf/0/property_label,relationship:knowsOf/0/is_public,relationship:knowsOf/0/@value,schema:homeLocation/0/type,schema:homeLocation/0/property_id,schema:homeLocation/0/property_label,schema:homeLocation/0/is_public,schema:homeLocation/0/@id,schema:homeLocation/0/value_resource_id,schema:homeLocation/0/value_resource_name,schema:homeLocation/0/url,schema:homeLocation/0/display_title,dcterms:isReferencedBy/0/type,dcterms:isReferencedBy/0/property_id,dcterms:isReferencedBy/0/property_label,dcterms:isReferencedBy/0/is_public,dcterms:isReferencedBy/0/@value,relationship:knowsOf/0/@id,relationship:knowsOf/0/value_resource_id,relationship:knowsOf/0/value_resource_name,relationship:knowsOf/0/url,relationship:knowsOf/0/display_title,foaf:gender/0/type,foaf:gender/0/property_id,foaf:gender/0/property_label,foaf:gender/0/is_public,foaf:gender/0/@value,schema:foundingDate/0/@type/0,bio:position/0/type,bio:position/0/property_id,bio:position/0/property_label,bio:position/0/is_public,bio:position/0/@value,o:item_set/1/@id,o:item_set/1/o:id,relationship:spouseOf/0/type,relationship:spouseOf/0/property_id,relationship:spouseOf/0/property_label,relationship:spouseOf/0/is_public,relationship:spouseOf/0/@id,relationship:spouseOf/0/value_resource_id,relationship:spouseOf/0/value_resource_name,relationship:spouseOf/0/url,relationship:spouseOf/0/display_title,dcterms:isReferencedBy/0/@id,relationship:knowsOf/1/type,relationship:knowsOf/1/property_id,relationship:knowsOf/1/property_label,relationship:knowsOf/1/is_public,relationship:knowsOf/1/@id,relationship:knowsOf/1/value_resource_id,relationship:knowsOf/1/value_resource_name,relationship:knowsOf/1/url,relationship:knowsOf/1/display_title,bio:witness/0/type,bio:witness/0/property_id,bio:witness/0/property_label,bio:witness/0/is_public,bio:witness/0/@value,o:item_set/2/@id,o:item_set/2/o:id,relationship:childOf/0/type,relationship:childOf/0/property_id,relationship:childOf/0/property_label,relationship:childOf/0/is_public,relationship:childOf/0/@value
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2090,o:Item,dcterms:Agent,2090,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Stephen,literal,10,Identifier,true,PC011,literal,139,firstName,true,Stephen,,,,,,literal,714,foundingDate,true,1813,literal,4,Description,true,buying clothes and paid for cutting wood and digging ditches,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2091,o:Item,dcterms:Agent,2091,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Bob,literal,10,Identifier,true,PC012,literal,139,firstName,true,Bob,,,,,,literal,714,foundingDate,true,1813,literal,4,Description,true,buying clothes and paid for cutting wood and digging ditches,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2092,o:Item,dcterms:Agent,2092,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Robert,literal,10,Identifier,true,PC014,literal,139,firstName,true,Robert,,,,,,literal,714,foundingDate,true,1813-05-01,literal,4,Description,true,hired for the brickyard,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2093,o:Item,dcterms:Agent,2093,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Mickel,literal,10,Identifier,true,PC015,literal,139,firstName,true,Mickel,,,,,,literal,714,foundingDate,true,1813-05-01,literal,4,Description,true,hired for the brickyard,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2094,o:Item,dcterms:Agent,2094,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,William,literal,10,Identifier,true,PC016,literal,139,firstName,true,William,,,,,,literal,714,foundingDate,true,1813-05-01,literal,4,Description,true,hired for the brickyard,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2095,o:Item,dcterms:Agent,2095,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Curtis,literal,10,Identifier,true,PC017,literal,139,firstName,true,Curtis,,,,,,literal,714,foundingDate,true,1813-05-01,literal,4,Description,true,hired for the brickyard,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2096,o:Item,dcterms:Agent,2096,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Joseph,literal,10,Identifier,true,PC018,literal,139,firstName,true,Joseph,,,,,,literal,714,foundingDate,true,1826-07,literal,4,Description,true,Sjs bought feed corn in exchange for breeding his mare ��_��_��_ he is a mason,literal,184,status,true,free ,,,,,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-44-1-StInigosRentLedger-1804-1832.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2097,o:Item,dcterms:Agent,2097,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-05T02:27:29+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Lewis,literal,10,Identifier,true,PC019,literal,139,firstName,true,Lewis,,,,,,literal,714,foundingDate,true,1814-01-27,literal,4,Description,true,hire of,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/2,2,items,,Newtown,literal,35,Is Referenced By,true,MPA-45-1-NewtownLedger-1794-1816.json,http://jesuitplantationproject.org/api/items/1050,1050,items,,John Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2098,o:Item,dcterms:Agent,2098,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-05T02:27:28+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Peter,literal,10,Identifier,true,PC020,literal,139,firstName,true,Peter,,,,,,literal,714,foundingDate,true,1816-03-05,literal,4,Description,true,paid for a canoe for negro Peter Brick Layer,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/2,2,items,,Newtown,literal,35,Is Referenced By,true,MPA-45-1-NewtownLedger-1794-1816.json,http://jesuitplantationproject.org/api/items/1050,1050,items,,John Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2099,o:Item,dcterms:Agent,2099,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2019-03-06T14:30:53+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Anna,literal,10,Identifier,true,PC021,literal,139,firstName,true,Anna,,,,,,literal,714,foundingDate,true,1820-07,,,,,,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/6,6,items,,White Marsh,uri,35,Is Referenced By,true,,http://jesuitplantationproject.org/api/items/1019,1019,items,,F.H. Van Vechel,,,,,,,,,,,,http://jesuitplantationproject.org/api/item_sets/3706,3706,resource,224,Spouse Of,true,http://jesuitplantationproject.org/api/items/1754,1754,items,,Jame  ,http://slaveryarchive.georgetown.edu/items/show/56,,,,,,,,,,,,,,,,,,,,,
